0,37.0
1,38.0
2,36.0
3,38.0
4,38.0
5,36.0
6,38.0
7,38.0
8,35.0
9,38.0
10,40.0
11,37.0
12,37.0
13,39.0
14,38.0
15,37.0
16,39.0
17,38.0
18,38.0
19,38.0
20,38.0
21,38.0
22,38.0
23,39.0
24,38.0
25,40.0
26,36.0
27,37.0
28,39.0
29,39.0
30,37.0
31,39.0
32,39.0
33,37.0
34,38.0
35,40.0
36,38.0
37,40.0
38,36.0
39,38.0
40,39.0
41,39.0
42,37.0
43,39.0
44,39.0
45,34.0
46,36.0
47,36.0
48,38.0
49,37.0
50,39.0
51,38.0
52,37.0
53,39.0
54,37.0
55,37.0
56,38.0
57,37.0
58,37.0
59,38.0
60,36.0
61,34.0
62,37.0
63,37.0
64,37.0
65,37.0
66,37.0
67,38.0
68,38.0
69,37.0
70,39.0
71,36.0
72,37.0
73,38.0
74,39.0
75,37.0
76,38.0
77,39.0
78,36.0
79,39.0
80,39.0
81,37.0
82,39.0
83,37.0
84,37.0
85,38.0
86,38.0
87,36.0
88,38.0
89,38.0
90,34.0
91,36.0
92,36.0
93,37.0
94,36.0
95,38.0
96,37.0
97,36.0
98,38.0
99,36.0
100,36.0
101,38.0
102,36.0
103,37.0
104,38.0
105,35.0
106,36.0
107,36.0
108,34.0
109,36.0
110,36.0
111,36.0
112,36.0
113,38.0
114,36.0
115,37.0
116,37.0
117,34.0
118,38.0
119,38.0
120,35.0
121,37.0
122,35.0
123,37.0
124,37.0
125,39.0
126,35.0
127,37.0
128,39.0
129,36.0
130,37.0
131,38.0
132,36.0
133,38.0
134,38.0
135,35.0
136,37.0
137,37.0
138,37.0
139,36.0
140,36.0
141,41.0
142,40.0
143,40.0
144,37.0
145,40.0
146,40.0
147,41.0
148,39.0
149,40.0
150,37.0
151,39.0
152,40.0
153,37.0
154,38.0
155,38.0
156,40.0
157,38.0
158,39.0
159,37.0
160,38.0
161,39.0
162,36.0
163,38.0
164,38.0
165,35.0
166,37.0
167,35.0
