0,56.0
1,52.0
2,56.0
3,56.0
4,57.0
5,61.0
6,56.0
7,57.0
8,61.0
9,60.0
10,57.0
11,61.0
12,59.0
13,57.0
14,60.0
15,56.0
16,52.0
17,56.0
18,59.0
19,57.0
20,61.0
21,59.0
22,57.0
23,61.0
24,64.0
25,61.0
26,62.0
27,63.0
28,60.0
29,61.0
30,56.0
31,57.0
32,61.0
33,56.0
34,57.0
35,61.0
36,60.0
37,60.0
38,62.0
39,59.0
40,60.0
41,61.0
42,56.0
43,57.0
44,61.0
45,60.0
46,57.0
47,61.0
48,59.0
49,57.0
50,61.0
51,59.0
52,57.0
53,61.0
54,58.0
55,56.0
56,60.0
57,59.0
58,57.0
59,61.0
60,56.0
61,52.0
62,56.0
63,65.0
64,59.0
65,61.0
66,65.0
67,59.0
68,61.0
69,71.0
70,67.0
71,65.0
72,70.0
73,66.0
74,64.0
75,58.0
76,56.0
77,60.0
78,65.0
79,59.0
80,61.0
81,71.0
82,67.0
83,65.0
84,70.0
85,66.0
86,64.0
87,58.0
88,56.0
89,60.0
90,62.0
91,61.0
92,61.0
93,62.0
94,61.0
95,60.0
96,62.0
97,61.0
98,60.0
99,61.0
100,60.0
101,59.0
102,62.0
103,60.0
104,60.0
105,55.0
106,52.0
107,56.0
108,61.0
109,55.0
110,57.0
111,66.0
112,62.0
113,62.0
114,65.0
115,61.0
116,61.0
117,54.0
118,52.0
119,56.0
120,59.0
121,61.0
122,61.0
123,58.0
124,61.0
125,60.0
126,58.0
127,61.0
128,60.0
129,57.0
130,60.0
131,59.0
132,58.0
133,60.0
134,60.0
135,51.0
136,52.0
137,56.0
138,55.0
139,55.0
140,55.0
141,59.0
142,56.0
143,56.0
144,59.0
145,56.0
146,56.0
147,58.0
148,55.0
149,55.0
150,58.0
151,55.0
152,56.0
153,55.0
154,55.0
155,56.0
156,57.0
157,54.0
158,54.0
159,57.0
160,55.0
161,55.0
162,55.0
163,55.0
164,56.0
165,50.0
166,46.0
167,50.0
