0,51.0
1,52.0
2,52.0
3,55.0
4,55.0
5,56.0
6,51.0
7,52.0
8,55.0
9,51.0
10,52.0
11,52.0
12,50.0
13,52.0
14,52.0
15,50.0
16,52.0
17,52.0
18,55.0
19,56.0
20,56.0
21,55.0
22,55.0
23,56.0
24,54.0
25,55.0
26,55.0
27,54.0
28,55.0
29,55.0
30,54.0
31,55.0
32,55.0
33,52.0
34,55.0
35,55.0
36,51.0
37,52.0
38,55.0
39,51.0
40,52.0
41,54.0
42,51.0
43,52.0
44,55.0
45,53.0
46,55.0
47,52.0
48,54.0
49,55.0
50,54.0
51,51.0
52,52.0
53,52.0
54,54.0
55,54.0
56,54.0
57,50.0
58,51.0
59,52.0
60,51.0
61,51.0
62,51.0
63,54.0
64,55.0
65,56.0
66,54.0
67,55.0
68,56.0
69,55.0
70,56.0
71,56.0
72,54.0
73,55.0
74,56.0
75,54.0
76,55.0
77,56.0
78,54.0
79,55.0
80,55.0
81,53.0
82,55.0
83,56.0
84,54.0
85,55.0
86,55.0
87,53.0
88,55.0
89,55.0
90,53.0
91,55.0
92,55.0
93,53.0
94,55.0
95,55.0
96,54.0
97,55.0
98,55.0
99,53.0
100,55.0
101,55.0
102,53.0
103,55.0
104,55.0
105,53.0
106,55.0
107,55.0
108,51.0
109,51.0
110,52.0
111,51.0
112,52.0
113,55.0
114,50.0
115,51.0
116,54.0
117,50.0
118,51.0
119,55.0
120,53.0
121,55.0
122,55.0
123,54.0
124,55.0
125,56.0
126,52.0
127,55.0
128,55.0
129,54.0
130,55.0
131,56.0
132,51.0
133,54.0
134,55.0
135,51.0
136,51.0
137,52.0
138,54.0
139,55.0
140,50.0
141,55.0
142,56.0
143,54.0
144,54.0
145,55.0
146,51.0
147,55.0
148,56.0
149,54.0
150,55.0
151,55.0
152,54.0
153,51.0
154,52.0
155,51.0
156,54.0
157,55.0
158,53.0
159,55.0
160,55.0
161,54.0
162,51.0
163,51.0
164,50.0
165,51.0
166,51.0
167,50.0
