0,41.0
1,35.0
2,38.0
3,42.0
4,39.0
5,39.0
6,41.0
7,38.0
8,38.0
9,41.0
10,38.0
11,40.0
12,42.0
13,42.0
14,47.0
15,43.0
16,43.0
17,48.0
18,42.0
19,39.0
20,39.0
21,42.0
22,39.0
23,39.0
24,41.0
25,39.0
26,40.0
27,42.0
28,46.0
29,47.0
30,43.0
31,47.0
32,48.0
33,41.0
34,38.0
35,38.0
36,41.0
37,40.0
38,40.0
39,42.0
40,47.0
41,47.0
42,43.0
43,48.0
44,48.0
45,41.0
46,40.0
47,40.0
48,43.0
49,47.0
50,47.0
51,44.0
52,48.0
53,48.0
54,42.0
55,46.0
56,46.0
57,43.0
58,47.0
59,47.0
60,43.0
61,44.0
62,43.0
63,41.0
64,38.0
65,39.0
66,41.0
67,38.0
68,39.0
69,40.0
70,39.0
71,39.0
72,41.0
73,45.0
74,46.0
75,42.0
76,46.0
77,47.0
78,41.0
79,38.0
80,39.0
81,40.0
82,39.0
83,39.0
84,41.0
85,46.0
86,46.0
87,42.0
88,47.0
89,47.0
90,40.0
91,39.0
92,39.0
93,42.0
94,46.0
95,46.0
96,43.0
97,47.0
98,47.0
99,41.0
100,45.0
101,45.0
102,42.0
103,46.0
104,46.0
105,42.0
106,43.0
107,47.0
108,41.0
109,34.0
110,35.0
111,40.0
112,36.0
113,35.0
114,41.0
115,43.0
116,42.0
117,42.0
118,44.0
119,43.0
120,41.0
121,35.0
122,38.0
123,42.0
124,42.0
125,42.0
126,43.0
127,43.0
128,43.0
129,41.0
130,42.0
131,46.0
132,42.0
133,43.0
134,47.0
135,42.0
136,44.0
137,48.0
138,41.0
139,35.0
140,40.0
141,42.0
142,42.0
143,47.0
144,43.0
145,43.0
146,48.0
147,42.0
148,46.0
149,47.0
150,43.0
151,47.0
152,48.0
153,43.0
154,48.0
155,48.0
156,41.0
157,45.0
158,46.0
159,42.0
160,46.0
161,47.0
162,42.0
163,47.0
164,47.0
165,42.0
166,44.0
167,44.0
